,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
unc-98,"[0.173175231068378, 0.6275147398777782, 0.8407073161348287, 0.11685202034108594, 0.5944989151240918, -0.8722684422447678, -0.295767694697474, 0.27008067468388575, -0.7005017223572267, -0.7026687555505599, -0.8371699208078521, 0.42985355049953206, -0.6485662058339638, 0.16404364383775205, 0.4748514349298629, 0.4393530332981006]","[-0.3851390051212307, 0.5430030656507867, 0.9778058221896669, -0.596123241415888, 0.8681111006705027, -0.43884661082107895, -0.2727681995417944, 0.22917455672413498, -0.33428907974708705, -0.5778779238707182, -0.4319216184767835, -0.2722635240646904, -0.41390143918669176, 0.5153291188596669, -0.22084915262413868, -0.21891889125841052]","[-0.5755893341637736, 0.641227698644037, 0.44915938213529155, 0.06777199096555428, 0.2415376491411847, -0.017916842245934567, 0.45599842710025273, 0.33353742476834947, -0.6636169377790964, -0.5196690373643292, -0.6685502143436169, 0.5129687879670425, -0.520526808372915, -0.08110980674212934, 0.3752373324937424, 0.5140077017327156]","[-0.6252275895026614, 0.7552939810659733, 0.4028166754937684, 0.2220308835068247, -0.4307852291684529, -0.8509108126396467, -0.5493183280524415, 0.5204309342726028, -0.6570234775250573, -0.7068529541853006, -0.5849998030190933, 0.0456137247834351, -0.6888971080532138, -0.10826989113846555, 0.15431758655468042, 0.4005199043711775]","[-0.24786501320608445, 0.5929744473285383, 0.9022277415284478, -0.04121612690877832, 0.7921099421092478, -0.502364556981729, -0.4073770570382215, 0.1574242445579403, -0.3538591127694123, -0.28472381582313366, -0.37273701489342576, 0.16156715985912057, -0.43407272986906675, 0.3352283890790264, 0.11131444654053267, 0.14140455446024075]"
unc-130,"[-0.677692275132445, -0.8143366236202868, -0.030308994358123037, -0.7157795026799946, 0.4909890992905621, 0.5369356651626086, 0.6745382403484428, -0.6854896450305936, 0.7281164127467407, 0.591782890936891, 0.7205032313084226, -0.888971475764058, 0.8674452076786333, 0.8270702584114145, -0.8219958060937038, -0.9212106681075014]","[-0.1665087667240937, 0.6871084099507446, 0.8308509197418789, -0.24884492976696926, 0.6171236928166002, -0.5674259044415643, -0.5912632697740934, 0.28933842627360845, -0.41822890462597123, -0.5198895743777077, -0.5577585335740023, 0.06437059947299748, -0.5429868531989328, 0.10405677544983576, 0.11837378891084785, 0.09291891209399927]","[-0.1206523039985651, -0.48931294262534053, 0.3874314182226279, -0.3769924331186958, -0.19501473295001095, 0.11356157511358594, -0.20105098295150142, -0.6511090644866421, 0.39568773329696044, 0.6392115911469056, 0.387428905842299, -0.11534122456527651, 0.5151447694462415, 0.5617095376946012, -0.6047865909515734, -0.8134152745626475]","[0.04931573538170958, -0.24915632336603485, 0.5167034151237188, -0.6386634924021657, 0.07766174890222588, 0.0834658606876902, 0.2853751021848291, -0.3716619031069768, 0.3136851466324132, 0.08188326861567191, 0.38929439643768315, -0.5518067267531312, 0.404935040351255, 0.6319694897755953, -0.576990188969204, -0.5632386270043404]","[-0.4785800257565933, 0.06052081462155881, 0.526354312759652, -0.44071179754350664, 0.7186429979020148, -0.11192470310941109, 0.3076615990154831, -0.010808695817972294, 0.09451182893770682, -0.37848757760329155, 0.23410062705127788, -0.2981999073668875, 0.025856569467809357, 0.6117459152804017, -0.310328680179243, -0.2749118754136121]"
vab-3,"[-0.20122508481685808, 0.014415393162193507, -0.43466351889980903, 0.2974898186428983, -0.7375697055564499, 0.5086412012937865, -0.4422091315413672, -0.17987194678114965, 0.23439760124678924, 0.22141726719290689, 0.2895568791520933, 0.1566178377998784, 0.09425237715403709, -0.3171790643612009, 0.045163532270538764, -0.0013651516448184575]","[-0.24231716275833787, 0.1281439840598338, 0.4456736240645063, -0.312205303601419, 0.3457486949077162, -0.01900175526106715, 0.17253909277003124, -0.39428601358290877, -0.13103175204533773, -0.28917726093735935, 0.11926472618874306, -0.24468492572011138, -0.06130507047090257, 0.6657660064039714, -0.3782376274650835, -0.32980511897648523]","[-0.26840787317899456, 0.42650471307841115, 0.2520126858663099, 0.06178481272244955, 0.2422294592989827, -0.2225258564123198, 0.18497793159160525, 0.5652269677607272, -0.43066383427180854, -0.5332283280336173, -0.3086757204549305, 0.4523351267227077, -0.45520936257979167, -0.26075635552863, 0.5538289625719262, 0.5308813123964146]","[0.6949167811927229, -0.8233493824594579, -0.14026236243787893, -0.3871100910964221, 0.2989859148325972, 0.8148398337328936, 0.28120031013732405, -0.5317136925514855, 0.78520984427621, 0.6443015207088721, 0.7597879800522651, -0.2409707535653375, 0.72747040194612, 0.3285629132768702, -0.3411073188030974, -0.5951721851942071]","[0.7573397441647352, 0.6794213820442259, -0.3493507964251981, 0.8599587892506042, -0.4380931451551643, -0.6068493953641745, -0.3062096058835941, 0.00961445068356212, -0.7844338713149228, 0.6662957667513879, -0.4196675373930602, 0.7464115323855832, -0.6818597768571796, -0.6983437521089557, 0.733248752254823, 0.7239737192667864]"
vab-7,"[0.09922678899059326, -0.015413766446514737, 0.5133451286379597, -0.33200848361667545, 0.44043577971473313, -0.2412983692583085, -0.2647570530534086, 0.14631624192887346, -0.03523157932112772, -0.10867297535789595, -0.2733740166037424, -0.05063244038251993, -0.13638274746837287, 0.2897969860652979, -0.25540895052290946, -0.02465302269893159]","[-0.5839096199903073, -0.9856825319862789, -0.40317112300118285, -0.24219060266656245, -0.08236779777981842, 0.9701707493770183, 0.9046833712185101, 0.027989249564722027, 0.9769927864842328, 0.14085803088689414, 0.9359434592278298, -0.6679951088053703, 0.9839076522736107, 0.267778845562949, -0.6131512738613777, -0.7091848816815018]","[-0.2626283948948443, 0.46509618863458996, -0.10268252612263765, 0.16049275580431233, 0.8020451499939605, -0.4336723358210696, 0.5616970855592185, 0.4474418925059664, -0.5122592063444689, -0.5024615803860926, -0.3708917372618006, -0.22106546361138926, -0.41965999069386783, -0.4529184419653377, 0.650214871135769, 0.6552232812151497]","[0.31987797800667295, -0.7634799652057728, -0.05561722920874257, -0.4203341508129114, 0.6142588682356274, 0.5661473987966888, 0.3869650284218492, -0.300395493255421, 0.7298962721784055, 0.8245071067132461, 0.6272307052157841, -0.4203642547224651, 0.6618125287817832, 0.3104996332234019, -0.45669906459450305, -0.4557324208382941]","[-0.27023332737517625, -0.7745847346630244, -0.37112612204781553, -0.4022466757293188, -0.3537869616253776, 0.7867453522898982, 0.18428864799179406, -0.15012069971329842, 0.6954146272068931, -0.04373709290871042, 0.4059949275920429, -0.5200351944824343, 0.7119708030761961, 0.1075069328241301, -0.4249260244077185, -0.5179695414835782]"
vab-15,"[-0.23769336704863614, -0.6758447806271894, -0.3430471395844771, -0.46667774660263256, -0.33328239221142614, 0.7955431826411903, -0.1512161187771385, -0.17745345517905678, 0.7861423184328507, 0.3625052923978852, 0.727033226315481, -0.4825354645598771, 0.6343871905137379, 0.1189047856231785, -0.5264048076385054, -0.4788218592813824]","[-0.37838333048877676, -0.899870440329451, -0.5446257845371486, 0.05530184390856563, -0.3028266178896206, 0.8841810962874243, 0.8264506004444403, -0.23716742425123175, 0.8430298653446185, 0.4124878477950846, 0.8882577691602032, -0.42769060257696395, 0.8768614506761648, 0.21105168508842184, -0.44924545614443745, -0.5510707927040781]","[-0.6391164427594396, 0.2949842491190522, 0.5897623314392871, -0.15813964426067295, -0.22963377992472717, 0.25475723651066207, -0.008773680277454905, 0.3303513279691176, -0.26603478223677524, -0.20604986586536664, -0.3729266301362305, 0.47783077425363024, -0.17014715480306083, 0.22368784408221887, 0.02126896081172505, 0.18822272034257687]","[0.5523382789837157, -0.9243385905520336, 0.11063121663361368, -0.6207830583653297, 0.49099609817257056, 0.7200739734644603, 0.34230306025833096, -0.5208216832223819, 0.9091845333473653, 0.7390318944128703, 0.85906128866544, -0.508842362726161, 0.8487725319341752, 0.5490584627313129, -0.6000646175268137, -0.7282891888091082]","[-0.76466390262274, -0.6278761606889792, 0.020049571750629075, -0.6765219263494864, 0.2639513815115313, 0.5821049537144243, 0.7890327077045657, -0.2771864054076239, 0.7249894179603262, -0.19247717056030483, 0.6266836314720159, -0.744555862365811, 0.6821577230198905, 0.7155504937311772, -0.5902943818219636, -0.7557609444052156]"
xbp-1,"[-0.05745944104585615, -0.46986696336787814, 0.45244549096931264, -0.6915637276817223, 0.7327935152865985, -0.09101260725501804, 0.32552463063477777, 0.029653058138082014, 0.26167904636323724, -0.23448601507324282, 0.0931231910320873, -0.4769238395065643, 0.3454955557681712, 0.5724641445144175, -0.3520389658621957, -0.3367156941171192]","[-0.8340738725750825, -0.335940523952996, 0.5694982049165731, -0.8269657477008132, 0.7770070915277111, 0.3880767451651588, 0.6287812917968916, 0.163300106996129, 0.4579604911648062, -0.4369428854784554, 0.45303790629681484, -0.8455262212804728, 0.4106905567806581, 0.804311862215994, -0.7530064725954374, -0.837334776444535]","[-0.08432245745090876, -0.8946218270878772, 0.2691759142471681, -0.6706061363072642, -0.6432495873805044, 0.06443914447031562, -0.9300246905100356, 0.020798716378841692, 0.9528273125533585, 0.7661966156565693, 0.8857169980625612, -0.5990926567163518, 0.8734344900961639, 0.6748823402456785, -0.7524783125887333, -0.6066336790891659]","[0.2202363198858756, -0.8921278286944238, 0.5420843399564078, -0.881833180120058, 0.6512180101488465, 0.4221148008230011, 0.22484157466479743, -0.3303681640434671, 0.9359459488076698, 0.6773832798066232, 0.8827590608779358, -0.8640680607334125, 0.8634643537161858, 0.7926088593379961, -0.8840070164872174, -0.8320965737810551]","[-0.7625346773725865, -0.4688463289410983, 0.29273529133532755, -0.7277679286116683, 0.5140236521951722, 0.4029767395002802, 0.636574668230115, -0.18935377692503114, 0.5986047122003146, -0.37696339551418573, 0.4005271318941378, -0.691098156898202, 0.5440871200535198, 0.8066659368403092, -0.6892922967074153, -0.6960869650267272]"
zag-1,"[-0.6539750659357014, -0.09980704721442746, -0.2282960053741811, 0.09992908148506657, -0.07476217249659303, 0.35270197177044044, 0.23886579710188088, -0.644332766731914, 0.2194422575646818, 0.6884443524721865, 0.360589563720681, -0.2922513679804627, 0.2902636329867718, 0.28131757460123885, -0.2873351936248181, -0.4701752121032553]","[-0.06393344260988332, 0.14221361808781233, 0.2159344284628142, -0.20619707598924888, 0.161122132267669, -0.07236773789905078, -0.011144676686428073, -0.035732334618969686, -0.1469381484016779, -0.3791446924240641, 0.10465955367969867, -0.025866156081557096, -0.13041010444568937, 0.1564016364897136, 0.0077212637660998285, -0.029654990869459913]","[-0.25198518246133506, 0.2618062882977441, 0.27900924786668646, 0.022857382389178192, 0.547324042145534, -0.223384448302348, 0.5334574275756568, -0.2683033860651713, -0.4037342857697816, -0.11592856220126381, -0.26665765657240825, 0.18500685736949868, -0.22468015487971932, -0.04569516592542081, 0.21666083565553018, -0.04784220332316111]","[0.25986230320859954, -0.19827700809936985, 0.33036072618916357, -0.18289294165290512, -0.1386818237376447, 0.029940067912119908, -0.13485733086722562, -0.27821974510162856, 0.1706459921423517, -0.4161187100399417, 0.16321669954526188, 0.11046468431239803, 0.20578762820707056, 0.32172016775372264, -0.1033296988565777, -0.22377968011856234]","[0.6817801620549305, 0.7688258078601846, 0.2719538395275619, 0.40809869284034866, 0.2582617865981687, -0.8693445148926324, -0.5675357557448799, 0.402621253500149, -0.841742533252292, -0.2301609983003384, -0.36656675877290223, 0.6736864031641325, -0.8508696236210336, -0.42329503370779914, 0.42221236072688967, 0.7599041373979997]"
zip-1,"[0.552832283060636, 0.47103639323288315, 0.7603925126550724, -0.03324767599676237, 0.4625237261562211, -0.8194389123554288, -0.4779152517629536, 0.7896943933566293, -0.5870942223848922, -0.8432716712177355, -0.765231785614826, 0.357121926735086, -0.6615522011606999, -0.1343382759789547, 0.532864933963307, 0.5740258228444769]","[0.3849366722623069, 0.7306992561516696, 0.2618470671820786, 0.2656756891344902, 0.09013930766433306, -0.7477175559647671, -0.7772862474001225, 0.30502807793152564, -0.6250176414537955, 0.07166858999204367, -0.7594062066582702, 0.5764889532732294, -0.7395049972658969, -0.4773117400917214, 0.704732150953661, 0.6214073424416241]","[-0.34785974753273396, 0.2700064717603552, 0.5712347004758808, -0.2833315449392557, 0.41186279561177813, -0.6964459274089075, 0.28762097164385725, 0.25114523914084513, -0.3617769222945849, -0.2695707350650607, -0.13115371327699998, 0.1057679023890582, -0.27173085598688107, 0.12143674785183267, 0.21086374309333916, 0.4088422849899593]","[-0.6008512760316984, 0.9051748621549414, -0.0334103870834041, 0.696197028129209, -0.46570673890159675, -0.8010454641580224, -0.7196225484279432, 0.774146462070952, -0.8782543493112548, -0.8530203860562222, -0.8478321968341938, 0.536274392497819, -0.9071046144762818, -0.6259358952787936, 0.6711671727782661, 0.7842291522631751]","[0.3881107777466219, 0.853726221502551, 0.6762069328457789, 0.3881150567484247, 0.4666272793985593, -0.8938804830961857, -0.7760734593583815, 0.5606722417461306, -0.7573124658829646, -0.388246574484249, -0.6336300248379265, 0.6679535318156877, -0.862376697817424, -0.32191510578496246, 0.5505596184888626, 0.7235939706598253]"
zyx-1,"[0.20180613548484938, 0.8784232330813226, -0.08347701654407447, 0.935736155454149, -0.4928595578591575, -0.43257963307372754, -0.40166214697877034, 0.15284640571261454, -0.7355728336806626, -0.29240363513038525, -0.6182936201240367, 0.8493384463450573, -0.7403323681116911, -0.621550757670079, 0.7646800899184969, 0.6954693957046756]","[0.8151473499865157, 0.6731083490372254, -0.23409739792823755, 0.8419398095668756, -0.5788343254720455, -0.648112192446377, -0.7887816938636932, -0.3718949510823458, -0.7405387556131742, 0.43122633898800783, -0.5904685538997626, 0.9689676737371695, -0.7099015558946132, -0.5691539916533385, 0.8546250380510034, 0.8653621327456374]","[0.4095885659734034, 0.8386714422066572, -0.6423602694488177, 0.9350048214891763, 0.05940847399795235, 0.4646285920909604, 0.51710089539458, 0.19468262436632985, -0.7539295749086672, -0.8426342639188906, -0.8553121401399965, 0.9069433241487039, -0.8811478126875749, -0.8625058927763373, 0.7698398930901023, 0.611275058181278]","[0.06834372247366136, 0.7558390320016076, -0.3803393554826198, 0.7426391468681335, -0.9188370597903838, -0.27211285891498094, -0.5653522141528382, 0.2251673201568584, -0.7346428716882063, -0.7201533760078414, -0.5930996490270677, 0.722140438797177, -0.778271616739544, -0.5929391237540863, 0.7500508926113546, 0.5526477868965719]","[0.594434128550806, 0.7667613226098002, -0.11872110162864447, 0.9385168471620918, -0.4107857853926993, -0.617055268897243, -0.43250682598203816, -0.040037597032679284, -0.7670567784071973, 0.6661327614122392, -0.6805099310496412, 0.8305184766552207, -0.7035374687711535, -0.6257447700373366, 0.848525903547914, 0.727685755982904]"
mdt-29,"[-0.598525985727968, -0.972761394971011, -0.23222594947533243, -0.7367966267421304, 0.10330675553877289, 0.8593261201524264, 0.3323671009881338, -0.5501128547441185, 0.9796921846978619, 0.570617567363376, 0.9087780258171493, -0.85959596440396, 0.9743725659664616, 0.5996989668773223, -0.8716374128987163, -0.8935718743223515]","[-0.7677991877804213, -0.8864299612596815, -0.08066385236048393, -0.46434914405340905, 0.1785181740423391, 0.9442822721754096, 0.9358042425894069, -0.09926661962752548, 0.9180044632422258, -0.03860390346221071, 0.9144441198853488, -0.8440645944437191, 0.948585880099023, 0.6365779829380183, -0.8464898525086882, -0.9062353826114429]","[0.020783576415025345, -0.9728325315133828, 0.36905319347344145, -0.7615877368527237, -0.4163584876980727, -0.23486661917352838, -0.7395752585919371, -0.3736531064440443, 0.9365970845921368, 0.9262027280794196, 0.9851769322888793, -0.7038587479612003, 0.9276367525972534, 0.8024169467125665, -0.8866014675137837, -0.8037222529252732]","[0.5828776964609677, -0.9650876106129385, 0.32622989964120974, -0.8403717121173693, 0.4276837700232787, 0.7123906460795493, 0.4097940487252263, -0.6790039998954652, 0.9816411534431415, 0.6992799094445034, 0.974329377836135, -0.6880151654687521, 0.9497132532140824, 0.7964194270256635, -0.8029939786425958, -0.9271964434091166]","[-0.8432377633436834, -0.9099046458875927, -0.06814663248132255, -0.8590430281774479, 0.15787649465018477, 0.9121537107303767, 0.7319405281638752, -0.40511509809345414, 0.964635050802007, -0.18474947386727894, 0.7028948913413204, -0.9499342481794564, 0.9625362439575382, 0.7972063258051966, -0.8565966135187415, -0.9770475387885402]"
pbrm-1,"[-0.5979530111444731, -0.9592448330799328, -0.3466342543524038, -0.6763474239350348, 0.06905807116162832, 0.8731694415473087, 0.4862903424744866, -0.6438295874447778, 0.9554318801963951, 0.6699862182664968, 0.9396053929479639, -0.8466267646036173, 0.9922523163699268, 0.5876207547672329, -0.8895840594994235, -0.9027882205628586]","[-0.7819987484926476, -0.906320055784012, -0.12561670561645494, -0.46609014140161786, 0.17714815969456624, 0.9548891058113006, 0.8986164487886166, 0.08699300547262029, 0.9639420903654083, -0.0035369951712951875, 0.9167485818685103, -0.8144856544529154, 0.9539962957867248, 0.48844290868485707, -0.7101713103259504, -0.8492198569086438]","[-0.12687841266681055, -0.974070395137532, 0.4392478751472975, -0.7899370896428553, -0.5664898937661055, -0.034533227067925665, -0.8307575822455844, -0.29753945269078763, 0.9677193392326915, 0.9459703713507062, 0.9366486461312135, -0.6505551247531787, 0.9718989732691135, 0.8682228408093519, -0.9431874825292476, -0.8309493998849306]","[0.4940590683912667, -0.9131551082371598, 0.4796030999355512, -0.9086672360973618, 0.42766720084029874, 0.6003765522567576, 0.42901401547808476, -0.6849221144609365, 0.9264670447088517, 0.5123987441046567, 0.921046703826693, -0.689773869331306, 0.9560276948549566, 0.8774257337217014, -0.8320139701011553, -0.941277709911235]","[-0.6998674056578762, -0.9827219706462506, -0.26490075390228035, -0.7909850162544994, -0.04262800680799353, 0.9689021758331945, 0.718233084308655, -0.4079563811670849, 0.9690231742793746, -0.12274830222118435, 0.7315291794973917, -0.9079019399612276, 0.9890324068053045, 0.6469136628817476, -0.8283779777365585, -0.9276697915888596]"
