,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
ceh-9,"[0.34356380176380824, -0.3557987124839918, 0.33111242514228056, -0.11287074315534334, 0.017668969961118275, 0.25163006149816936, 0.6273359540693416, 0.06661014493713643, -0.07968227244129122, 0.5336444278517646, -0.015496384541721586, 0.09724782654947466, -0.11915012270191577, -0.3382127880074177, -0.3867707115975938, 0.35164039868677766]",[],"[0.38276093758567126, -0.45509707425542606, -0.3215519152239684, -0.46926987953357574, 0.3224850286417098, 0.25429746087094235, -0.34429045648133944, 0.5834949391515368, -0.1617591455301436, -0.2407745180615612, 0.30769651944224813, 0.5899539321503058, 0.7487076789961784, -0.4945980360004943, -0.3758026889890862, 0.07850925557688948]","[0.05420897817037092, -0.17915535329612967, -0.4741430407745033, -0.2078784042911065, -0.18104718284352309, 0.3873897850928726, 0.8859928761466084, 0.35733391071020154, -0.3432892793036134, -0.37494104414900387, -0.0096130329783978, 0.660395939225679, -0.19826096277487165, -0.2381964348074275, -0.2940567723820624, 0.11118700364588031]","[0.1720336112691981, -0.30477814167670203, -0.5368870816997864, -0.15169793525575634, -0.7123491401933428, 0.5862239404661097, 0.5135644244801023, 0.7908542770272946, -0.6329807799971463, -0.23084703918243604, -0.2849218204116098, 0.7185624379052064, 0.3934415552860061, -0.3907222730599258, -0.4077649291572512, 0.7130794872328374]"
ceh-10,"[0.043309861620442064, -0.010351569130596983, 0.06164048552598167, -0.16391276738642235, 0.2598203375977052, -0.1709955322680603, -0.09528360770845065, 0.12909686667204187, 0.5673664943715057, -0.2904639059487556, 0.31300069753843746, -0.033098977859103644, 0.24973418678691778, -0.011665124541815952, 0.1806481815558314, 0.23131829608084375]","[-0.5551372717171694, 0.5555368078700824, -0.005840392408937953, 0.6091429759127572, -0.10450761277745595, -0.18993734777517052, -0.18113580045193883, -0.5180527195367645, 0.6228702502697051, 0.3169176090565145, -0.4250477381475243, -0.5584808002977438, -0.30067728785863246, 0.5794262039943119, 0.15392699174315488, -0.2523512250577846]","[0.3836384676463431, -0.4430043924330825, -0.5555340931656139, -0.43731997119608973, 0.3670753516972517, 0.05630842625827247, 0.3272088590668699, 0.7116130593580741, 0.2093102585130639, -0.7839447184151638, 0.4915409958298869, 0.6031744355036474, 0.632607730378317, -0.49561944472144387, -0.4012879679591026, -0.05757378896352307]","[0.6438306412958181, -0.572196737740331, 0.26839104463202035, -0.5204796208403322, 0.6814217717884721, -0.4971782220852844, -0.44501769142943337, 0.1726332036905583, 0.9161226471027238, 0.0010921282948983535, 0.4307152723603168, 0.047270850730870145, 0.1668843909779887, -0.48423003750918414, -0.44027473026067704, 0.2574381634335455]","[-0.28008508770117596, 0.4041658660012546, 0.262697166031364, 0.11201351249419111, 0.7312551783132174, -0.5801554716780573, -0.305469880242402, -0.5300274823965174, 0.22224928481455522, -0.09569130796459599, 0.03546072968568138, -0.40391380314141445, -0.20675578094148395, 0.3926872853269669, 0.826419913858978, 0.10144063503839867]"
ceh-12,"[0.024328291072094062, -0.06751792031903306, -0.32682015459094393, 0.06431306115183097, -0.3831043203818795, 0.7126228165529144, -0.3035775406761006, 0.1541785387179688, -0.3377767119477929, -0.15749554493744516, -0.3057046566196481, 0.10457719748088731, -0.2151430883206208, -0.1630233252459925, -0.1685654256076765, -0.22982510955207452]",[],[],"[0.0722477451911115, -0.1821664027198872, -0.3525083389333126, -0.22283829302740552, -0.07955537916054317, 0.201105643264183, 0.9216807971848522, 0.36917349431586943, -0.2514990365910785, -0.30300382155338623, 0.12715179845275507, 0.6302521929939212, -0.13200028713089762, -0.21622257718852073, -0.2600291292081009, 0.15262762647368763]","[0.16379379970642005, -0.24430586071389856, -0.3734205535528045, -0.25038998447947175, -0.33773517764739586, 0.31993657532263603, 0.8652923562820324, 0.4976135571714348, -0.29172677089629045, -0.3435130713091313, -0.15366348174349642, 0.5971012354750908, 0.022783488296593525, -0.280600394999645, -0.20886842160911132, 0.7954567065705022]"
ceh-13,"[-0.9625147669347293, 0.9619351472566907, -0.5223248260502034, 0.7773166804102307, 0.05558535508667278, -0.13754771804449917, -0.6834651208306833, -0.7733504680992875, -0.5091714751904268, -0.22290974512192172, -0.8031904696872505, -0.6624769818189428, -0.8034862386974259, 0.9471052217317983, 0.8777948373909775, -0.8211304684265402]","[0.3959659154577342, -0.35341277828657, -0.023081885263088034, -0.21446400881507907, -0.18127781966513934, 0.13104285622456202, -0.5422746034234466, 0.11783952821912123, -0.36997818857781417, 0.05688554517068564, 0.48250364050254013, 0.032501482050590114, 0.2639316903814147, -0.37878262581071676, -0.30160061345995026, -0.21882122005920304]","[-0.0365358644832357, 0.01879763361209172, 0.46157394148093517, 0.19190355450752827, 0.035959054176638694, 0.4231376651933752, -0.35565147568531363, -0.2307178443173423, -0.39478870095049834, 0.33552543368453375, -0.45582617653294416, -0.16549721997652347, -0.06743627832865862, -0.03900229076201049, 0.17927118477323917, -0.0077241515975331135]","[-0.6323820381535704, 0.672695189219257, -0.31985164842360214, 0.7283093663454205, -0.40411275444762845, 0.318060970088028, -0.2353468424310185, -0.6292151876330095, -0.3589958770737627, 0.7049564942265987, -0.7422278409405303, -0.5955518949203579, -0.42461544260989026, 0.5893530634102975, 0.5893136425002059, -0.6978169319442066]","[0.7098202330446024, -0.7479883911395184, 0.2555174817900744, -0.6233796103373074, -0.47006329309057887, 0.013279574391652477, 0.2578432627944743, 0.6291757231845057, 0.17586237891083303, -0.05362690333786646, 0.522222895985266, 0.6411953916174676, 0.8745487709809576, -0.7148158782275998, -0.7455734975389227, 0.08488732575152702]"
ceh-14,"[0.327128128813972, -0.37913054792854434, -0.08360347459857764, -0.41717055919018037, -0.3407394914666532, -0.014656198064877349, -0.098543483010359, 0.572123475930351, -0.13465202994688008, -0.3340609391707553, 0.3853103125039793, 0.6400108852219557, 0.5396187664273906, -0.3820133501782023, -0.2665291417560289, 0.12492603637923867]",[],[],[],[]
ceh-16,"[0.4033183469276779, -0.3318659305111763, 0.7343130434788764, -0.25704294165289765, 0.43258886761114124, -0.33287470340617076, 0.7676355672944847, -0.14576430312226307, 0.26556042428084237, 0.8640625307181182, 0.2837808585024723, -0.11507211266790468, 0.21953944565143588, -0.24073377135896457, -0.29976927210563503, 0.39305062334141105]","[-0.167340490971084, 0.06584264895680333, 0.32477604096688023, 0.42657225878342164, -0.3823789063518306, 0.8382215558749848, -0.21075139905013734, 0.1693230965900968, -0.36368804387090425, 0.3930869446287858, -0.41793062826119787, -0.09199115482938848, -0.3150592151204039, -0.030559811914406557, -0.19566757372753776, -0.3278587348782086]","[-0.8820805153863776, 0.9389071942892142, 0.7765357727346817, 0.8842702306809708, -0.7175210564409322, -0.2317664037101173, -0.3427229181887824, -0.8524356026773555, -0.24566198607257422, 0.09611799717731317, -0.41408870710474677, -0.8579634787361836, -0.5954735899068755, 0.9792958271266671, 0.818975120838533, -0.32976657063574105]","[-0.26504993911775476, 0.20396009882878283, -0.48509265254706874, 0.21344964260896943, -0.2270026821906756, 0.36431240710397816, 0.5585283922455018, -0.02374781019374139, -0.4003538521013289, 0.18515552644222538, -0.37256429368969435, 0.18230094398468188, -0.31117647020710754, 0.10796020173019164, 0.07622003313831713, -0.2524239750531446]","[-0.07691110152553882, 0.027544496869518154, -0.4119130168692056, 0.22508191748354114, -0.43725789594640274, 0.3849205084017182, -0.5308360473668453, 0.054614642430532524, -0.0941597148374905, -0.10387394522322388, -0.04953002897652345, -0.13408731159246837, -0.29221138287440646, 0.01426838726571944, -0.29450356334690286, -0.5513996860555046]"
ceh-17,"[0.362543480540141, -0.32325157443983593, 0.2447806714491078, -0.38256266785461174, 0.20643297416022444, -0.22873297923801722, 0.15764940555661994, 0.3584742029716822, 0.7681392663745573, -0.20151917572474926, 0.6274126615945532, 0.16586802958863478, 0.5765994845294621, -0.3105650018279014, -0.21811738380500537, 0.48448003596194356]","[0.3811893775525055, -0.32799247475152893, -0.22680300812515608, -0.31900863767347953, -0.10711179384471659, -0.13723048186054154, -0.17741142202455848, 0.12944946312747585, -0.10461665578230342, -0.10422398083514707, 0.6281137484050346, 0.09826347519528886, 0.18205609877273074, -0.3177784021287105, -0.24709507622253493, -0.10628913781678331]","[-0.30091734258552716, 0.1925915104680511, 0.19899377719535355, 0.30760738241451907, -0.4765711278370553, 0.9824944388254387, 0.143482423700389, -0.17583531891240417, -0.7280887331644197, -0.21219304813541004, -0.7962976142480807, 0.021543188515238794, -0.41690537517252846, 0.052895638040066084, 0.3434853962503348, 0.11817375326201524]","[0.39525849447609906, -0.3920327486915546, 0.6215893121340456, -0.44276327361245926, 0.4263847355975513, -0.18118977521400342, 0.2627581190792429, 0.39964975872311737, -0.03225581094931071, -0.41497139670916133, 0.4228954451940927, 0.2571206558396916, 0.8587163393027268, -0.36722779201075706, -0.35449739734558694, 0.5491584614382603]","[0.40611088477893204, -0.3264011942487223, 0.8572383955746024, -0.3252171993436105, 0.40710270496218176, -0.3339004675710416, 0.2990635756467598, -0.23839416072455188, 0.7418662554430976, 0.5564515500617013, 0.5193649005219974, -0.14661849149568393, 0.07320143812158011, -0.24144246140872688, -0.1937951447143231, -0.47888325908958973]"
ceh-18,"[0.7369828723495849, -0.719257187320194, 0.5093408446723755, -0.7778629451272103, 0.10722895210652086, -0.26580801060154546, 0.45934049171525915, 0.6080864456959159, 0.40353141709482976, 0.16140388702057845, 0.8030908946397569, 0.6013607871529169, 0.8688167032065679, -0.6629831975455526, -0.45780044388135666, 0.6118005451264956]","[0.9462050379981193, -0.8991771990485167, 0.11207312522964208, -0.9197417218983235, -0.22340813029290021, -0.12926672837010345, 0.13979273704281203, 0.531977771652658, -0.5535171070664564, -0.5286347308671965, 0.8483984302029438, 0.6820428600064997, 0.38267880101936763, -0.8531592803299614, -0.6097246971614915, 0.33160852355737924]","[0.8692817724751685, -0.8566234422051877, -0.7316736094779699, -0.8963181580765376, 0.8582319660836947, -0.46485250404335365, 0.10201441879895608, 0.8494327045205505, 0.5599702282828942, -0.001348709464166653, 0.9191571996863942, 0.7264388446409668, 0.8862221130303497, -0.8028371972866258, -0.8995566501403194, 0.2662649464954185]","[0.7641142862487393, -0.7937233909023832, 0.49606525915424554, -0.8511566588433981, 0.6786640045334951, -0.3517738825024984, 0.3262084116983784, 0.8173314960742697, 0.28374060459300915, -0.6975613334344131, 0.7495375962882063, 0.6870742760722964, 0.8047341006106432, -0.755100956469804, -0.7419628802726494, 0.8916855179951707]","[0.7785953952520526, -0.6908466784210181, 0.8783320548012903, -0.7319767224211486, 0.2419290944589762, -0.41869210789093864, 0.3431433436443501, 0.0792933338980343, 0.885741482335267, 0.18177594628231108, 0.8538154758297356, 0.2259800037099635, 0.423594466960797, -0.6100621734749012, -0.38930154341979206, -0.33096745598698685]"
ceh-19,"[0.10142462457398041, -0.15394597740614577, -0.287089916164143, -0.11962598790574963, -0.48709650313109665, 0.1388510566462921, -0.3607515119128768, 0.3731953185219942, -0.31773227646494084, -0.38413092016562206, 0.10877203077273201, 0.41525457941794675, 0.3232495928679635, -0.1921647623580991, -0.25869350094287114, -0.21403670903894473]","[-0.13358409262949503, 0.07387038483076061, -0.29128456166823335, 0.025656776403195566, -0.22067936453073012, 0.026113262799831748, 0.6208138196250008, 0.18344446079548288, 0.36709481569188895, -0.265933770482695, -0.11174830901280858, 0.1617091371849315, -0.31943634334151866, 0.09433333462197546, -0.10890353640796677, 0.11667950575920207]","[0.7488649058134105, -0.6576321727707952, -0.39623444233722993, -0.635911447917139, 0.7853367845199594, -0.4191819502795312, 0.11709728676175715, 0.23898343877401257, 0.8503211245142566, 0.5819455312874743, 0.3569308897069441, 0.14091873923223291, 0.0775657570751126, -0.5692180723959058, -0.5211199609697849, -0.14966165465249343]","[0.15263208587022858, -0.26077299698994477, -0.5138212686790251, -0.29071825229781906, -0.2308221641089538, 0.304899290611082, -0.14039362550168138, 0.6202277274611153, -0.233377828610225, -0.6892369014316281, 0.03226663201764107, 0.6358046356710785, -0.2558456896852443, -0.34671587248735314, -0.3822542196268691, 0.46709803181778425]","[0.6010512866035593, -0.5910901797421889, 0.4381423967472244, -0.6331019258702942, -0.09408755809202926, -0.20353927288378365, 0.32560332535015274, 0.43821588566845004, 0.20599268971896945, -0.09628916233593293, 0.4345398764073628, 0.5401815918646584, 0.844834618609865, -0.5604587458534338, -0.4069607651029187, 0.20992555828335935]"
ceh-20,"[-0.9141958708924004, 0.868283327344417, -0.7059003131889713, 0.9510875066082776, -0.3674083158754299, 0.1959074852648445, -0.8161434113487237, -0.6061862921629749, -0.7503957724491761, -0.37108482664655035, -0.9027366346468589, -0.5663361200261133, -0.7948365640789539, 0.8010901496573615, 0.49349720256737334, -0.9885044351303516]","[-0.8333804929395593, 0.7521083810136953, 0.20335520638648283, 0.936571197401352, -0.007658323042810486, 0.4216868042489853, -0.14996353622971004, -0.399654646830898, 0.3169803998177019, 0.612018240161048, -0.8973777575427391, -0.60164772046358, -0.5200018637452737, 0.6879477242324574, 0.37391855014183695, -0.3949086948024897]","[-0.9647190521926388, 0.9213930530408916, 0.7333060807454316, 0.9310056354563041, -0.9482922178097086, 0.47501845001428544, -0.22276761545660076, -0.7281706381144772, -0.756804706555811, -0.24308493466794723, -0.7887178261485968, -0.610472280546611, -0.6257192161951989, 0.8520149781143627, 0.897245325873736, -0.18741646924688052]","[-0.9891179541801635, 0.9966211369392567, -0.3143685022325656, 0.9832488883546573, -0.827136883792996, 0.22087200013864197, 0.060240975169785965, -0.7786240397777743, -0.5944851667049682, 0.6585190207009118, -0.5661398935236571, -0.6633443629148066, -0.660653535635414, 0.9793796834950188, 0.9623307077155605, -0.8129938282395196]","[-0.9333059979174301, 0.8640478470450758, -0.5977236464763613, 0.9656894416664528, -0.010922805926489226, 0.34874514390722766, -0.3624525627844727, -0.4255985550165773, -0.7316668432545456, 0.34326734265515035, -0.9024540232201232, -0.6010142528837503, -0.63091060377375, 0.8261821547127004, 0.42980915346065907, -0.010229833784777292]"
ceh-21,"[-0.8840404750416927, 0.9128848265310041, -0.2746177651258026, 0.6529790638371131, 0.30810979683849926, -0.37197629828755296, -0.5079977340120561, -0.8135008459895701, -0.3228962860122743, -0.049428606127950275, -0.645451375611899, -0.708964871131984, -0.6770805263292979, 0.937228454334804, 0.9700929425072992, -0.6685844863763404]","[-0.8631698310510703, 0.8415870629202176, 0.15808984959480477, 0.9268690824552211, 0.10804937962281182, -0.04316427522417082, -0.17805810505570346, -0.663058298349824, 0.6158045164601917, 0.6411545301923605, -0.7098433309221623, -0.7746724264857964, -0.48168396073577585, 0.8294726000912493, 0.45559215560382454, -0.3860133189146914]","[-0.2547875023147405, 0.2400992899243328, 0.5073653086502159, 0.33904829240482176, -0.022439219745649247, 0.13320935784475335, -0.5672352586853093, -0.12721595988296291, -0.2696440736796515, -0.2761365701388091, -0.11362901220428166, -0.21206585171573983, 0.3100734176879729, 0.1938799864354998, 0.3539124217480147, -0.424362422940175]","[-0.15894882433918164, 0.18912375609595786, 0.39532176853385564, 0.14482621136692161, 0.03415232674981211, -0.126256903842316, -0.13511808138979797, 0.04425985207986615, -0.3158397511449037, 0.02686332029064066, 0.025231846271299013, -0.1832601484864902, 0.4635387529853526, 0.16502538968045422, 0.18679102892274216, 0.17947926821301993]","[-0.8141376226896201, 0.841577744092934, -0.011621649912938709, 0.798587148927316, 0.5370938057490499, -0.10255416947535029, -0.2791505734053284, -0.834694866553527, -0.15852038841124744, 0.5229787926680876, -0.5742966035425644, -0.8715099730843171, -0.7493393264752428, 0.8764856786121775, 0.589661871817705, -0.3157819603924738]"
ceh-22,"[0.7819406464624752, -0.7744803764596265, 0.3674087552419308, -0.8443361948454047, 0.04887409765473781, -0.18269558137962488, 0.3996368591112016, 0.7905632499059263, 0.6597948707010904, -0.14812939783327916, 0.9360533625191666, 0.7094829148308248, 0.936647832536034, -0.7439124377369886, -0.5165967899474299, 0.7756694460104571]","[0.014282760695597599, -0.17604242386771096, 0.16813211432258232, 0.03482179080544444, -0.395123690461842, 0.7832543658144401, 0.8244823537594935, 0.6626357215978431, -0.38969664717829194, -0.022518384974299657, -0.32312757114237955, 0.5000712010216065, -0.3867570137632571, -0.2461704600931865, -0.2805738844873859, 0.23887062415881277]","[0.7297584838127801, -0.7216193207396184, -0.7730267748840274, -0.8245248213952736, 0.5825926195972825, -0.45488482466605495, 0.27901722297645815, 0.7088923793946369, 0.39535101390199245, 0.20467904404767526, 0.8019724647711886, 0.6893356113156666, 0.5946367207671333, -0.6521583821020809, -0.8931153647648541, 0.6156896279155862]","[0.5722108964813369, -0.47138019988570873, 0.8701578126022074, -0.4591132325592084, 0.8024954548936968, -0.501689623779613, -0.12844807281757634, 0.09764939999162187, 0.5491557233264435, 0.011336504944876244, 0.45992602082691725, -0.12970541218082185, 0.9058504039658782, -0.3824360226080203, -0.3290921769163488, 0.3447647064634954]","[0.30910900768856764, -0.2200569337246602, 0.7535377364335352, -0.41807316435871666, 0.5408909187195369, -0.530260161292738, 0.3816637642837355, -0.1775450050965311, 0.49791311117667714, 0.14825056956495664, 0.3655997677849573, 0.030595485105472456, 0.3357510918588481, -0.14415169556582275, 0.05747745568047985, 0.02095631239364104]"
ceh-23,[],[],[],[],"[0.16379379970642005, -0.24430586071389856, -0.3734205535528045, -0.25038998447947175, -0.33773517764739586, 0.31993657532263603, 0.8652923562820324, 0.4976135571714348, -0.29172677089629045, -0.3435130713091313, -0.15366348174349642, 0.5971012354750908, 0.022783488296593525, -0.280600394999645, -0.20886842160911132, 0.7954567065705022]"
ceh-24,"[-0.18496951071364431, 0.12018924772002329, -0.40810432388325524, 0.473149713753161, -0.5317762883709958, 0.7778113274306934, -0.4015154445131384, 0.003451352555869234, -0.5068585003131916, -0.19938655532295968, -0.5334197625234524, -0.13368452299244638, -0.40926992090199465, 0.00612469535306031, -0.21805663773972617, -0.46227426583882264]","[0.12103420010490132, -0.22965321715796383, -0.030717392522455464, -0.23168531827554187, -0.1821598765603097, 0.315879388022709, 1.0, 0.6005380077365682, -0.1866290335511967, -0.2778744980028333, -0.08314313493265005, 0.589459011292524, -0.2153954208408944, -0.24452051025653698, -0.17740200478028254, 0.45087381093866047]","[0.37628344455037643, -0.39993533090992456, -0.4228438178906509, -0.44887046499868344, 0.4542251786608337, -0.3003203967195508, -0.08436460839664955, 0.6797157109629742, 0.24762712006648024, -0.5558486849926911, 0.7520628259271841, 0.5259172039325499, 0.9011046793679848, -0.39419508936806325, -0.444739118311247, -0.04620623365576822]","[0.5417210401806507, -0.6158563251389862, -0.36118885497510544, -0.5914196080137257, 0.2489306121452229, 0.15063791184665704, 0.3117005989577172, 0.49112866698652, 0.3089615132356596, -0.4628225993393008, 0.19437244627029587, 0.6800237320344776, -0.12960928684709946, -0.6314743716943205, -0.6589138282591214, 0.30991086495758713]","[0.6724576955572006, -0.592083267832917, 0.8717629818082844, -0.6428633211918778, 0.2629206648348762, -0.42597777836373074, 0.2695833172096273, 0.06897140848287198, 0.721712942864341, 0.23892326414337745, 0.7128331039265998, 0.1976721219444813, 0.5500165364034777, -0.5174656027326882, -0.32512260094253165, -0.26906311083877743]"
pros-1,"[0.19720056654612286, -0.332830542772209, -0.5809512914194419, -0.09862381689033181, -0.8671965495850571, 0.7915438272632697, -0.19961725069605374, 0.6058509755148266, -0.6605285907769354, -0.48593155026139484, -0.1728392779711318, 0.7169870973073668, -0.07843664135998672, -0.42997222883312447, -0.49199279110825217, -0.05281506766324501]","[0.8146920301735848, -0.7411943270014936, -0.18564079069183356, -0.7555162420283599, -0.2670017528898674, -0.268272380548313, -0.33331320811825194, 0.3423094751696437, -0.47850083149447736, -0.4140652177074352, 0.7252975188409451, 0.4942445800560261, 0.8089101806096092, -0.703240544145833, -0.541823977521654, 0.4203269553790497]","[-0.3593615299923946, 0.27152440005896106, 0.20497956650675964, 0.39572986920420217, -0.5092494065987647, 0.7386119864390996, 0.42797522364982843, -0.21293529928254334, -0.6783985823203047, -0.22575663101602128, -0.6712359224293476, -0.04225531932180639, -0.48914518809759433, 0.14702991037685412, 0.289545062908067, 0.3386415828381326]","[0.5528700004033943, -0.5306805277235175, 0.6741674693586992, -0.5558963886661045, 0.5933782077211768, -0.21431995086080063, 0.20391363742408578, 0.38205507021607255, 0.1664065623604968, -0.3799154428742785, 0.44162803499287356, 0.24389005755799967, 0.9173184173870128, -0.4932843762527786, -0.47376604232969877, 0.5419205342025805]","[0.4895416981077033, -0.5844812391634555, -0.3851730846194912, -0.43515479396062484, -0.6554883685983588, 0.632886745941138, 0.6842737831581895, 0.7621704663829374, -0.11450293581672896, -0.3736357535935437, 0.07659972810275878, 0.7374494472296652, -0.005570922469205831, -0.653012398061251, -0.5811540318108793, 0.32628812823162723]"
ceh-27,"[0.6518519762961476, -0.593605169724106, 0.5658296772116085, -0.6319073100723428, 0.33818275015614885, -0.34140662254036974, 0.4834550664310822, 0.471355536150538, 0.9020013388718774, 0.08290568470153373, 0.8707172805369896, 0.2847098998921721, 0.8179243295597648, -0.545606051453979, -0.40659712354759314, 0.7366524309795928]","[-0.05583403286211644, -0.004888130344159733, 0.07923570018975569, 0.01268742936568766, -0.22004051281800058, 0.2287591575670085, 0.46813595807011577, 0.15432689674362138, 0.2327309987234485, -0.2705216944901119, -0.1533356927716163, 0.12198780159539603, -0.5541004150884798, 0.010843197411269684, -0.180232334101382, -0.14398765321302445]","[0.11122702394356415, -0.06612381501671671, 0.3207094347857279, 0.06171444601671658, 0.12161428868404989, 0.2017953489012286, -0.13625097786295065, -0.40100152784049226, 0.007945172237095233, 0.799201412119808, -0.5012727322400584, -0.31748926026052926, -0.4867307822564443, -0.05761518605680377, 0.10065470448827005, -0.018707365937101275]","[-0.045539428040033525, -0.009205456508869392, -0.19882083768236689, -0.0776663241863713, -0.19311051478906194, -0.19775519551707554, -0.1829885112276672, 0.41696738856442167, -0.07269904972308094, -0.3634889336032745, 0.3117995598767245, 0.3146805399787633, -0.24922288023442918, -0.008683983002859413, -0.011900700072090709, 0.38425172073023817]","[0.33606252454606217, -0.4283484826708976, -0.39358124383749693, -0.42787025626878455, -0.5563130340879795, 0.351879364049819, 0.52833841292087, 0.8026266175304023, -0.46369258775859334, -0.568456392222401, -0.10028812390593034, 0.8405334067950323, 0.565496266848201, -0.4910993441091656, -0.37410404531236, 0.760112101288665]"
ceh-28,"[0.13399985314509805, -0.22551178567465763, -0.47790487578780794, -0.09706000754629276, -0.5706701795861103, 0.8378807470718648, -0.1572767212550243, 0.382276357476379, -0.47857664962154745, -0.28895933957058473, -0.2785673404093593, 0.4596788038845253, -0.26654602723140103, -0.3225627751144156, -0.27018017713907155, -0.02392269085408527]",[],"[0.5389597283612013, -0.4433912773839429, -0.0065457656451304485, -0.40770522539612564, 0.6253758076911483, -0.3806420273200425, -0.3463184097588158, -0.025716047883877484, 0.5094181538701963, 0.9145807180093146, 0.17937424515259337, -0.0697101553876274, 0.0755478269123494, -0.3470182844134241, -0.3362308445675793, -0.06358012564241222]","[0.5769560897224699, -0.48340102840418153, 0.35612454848174724, -0.41310104988274904, 0.7018046708846327, -0.4584036352075144, -0.26673084691413634, -0.07006415600867996, 0.9216827939037862, 0.21849643465596097, 0.3258052481703888, -0.12690435301989614, 0.2132153537722096, -0.3800716916284992, -0.335904286116119, 0.028659581482365602]","[0.6328184179510477, -0.6260430753730551, 0.4102286861221546, -0.622401107078336, -0.01868396032621178, 0.07884606988262338, 0.863459564128692, 0.3574878912697299, 0.4352371453701245, 0.039998969296640374, 0.4013981011776713, 0.4842363937797914, 0.12676984019587245, -0.6140946791342166, -0.40615686632745035, 0.12599268861741492]"
ceh-30,"[-0.32507014303491705, 0.40019583082890103, 0.17394823585336486, 0.04308356293425847, 0.6389506190088076, -0.3980601781938311, -0.11509781023724883, -0.4449692436439905, 0.2923164405886337, 0.1318359509846916, -0.08422873257349804, -0.45562390199262914, -0.1805575608866412, 0.4460313464922312, 0.768122970313099, -0.06451647763488812]","[-0.363736523431202, 0.39571364454540664, -0.24465574424874098, 0.35289134583104603, -0.07426051993930924, -0.3249613337930144, -0.20033590010120883, -0.44043395995661405, 0.6676406543718526, 0.056222921128681616, -0.13618353065727273, -0.4469117666361068, -0.19746751110367272, 0.4384198855978515, 0.088929586117033, -0.2657288310305575]","[0.2781681556890834, -0.2665105927642151, 0.1508660806337609, -0.15767836098410343, 0.24817645164151908, 0.37151528841250664, -0.3048712702396904, -0.15487082361962218, -0.019198317851692903, 0.6633837914195211, -0.41649704742230287, -0.06597549370433395, -0.20651447184347987, -0.27680919294632506, -0.02195163369906905, -0.09751273540251773]","[0.3580280744947326, -0.37430827142054285, 0.5067484289267998, -0.42811492129493195, 0.38232780535106203, -0.12493467925496936, 0.43683240677242696, 0.427294728915103, -0.10015373981813827, -0.40561902776976655, 0.39114777648988724, 0.34334499118288647, 0.776220829985779, -0.3635642096698232, -0.3593244034099625, 0.5194699143761744]","[0.47386336362309744, -0.5612555303617452, -0.3872802371600244, -0.40567070036604447, -0.7840172824120104, 0.404316420193249, -0.010519964730571499, 0.8419141586158466, -0.2879088700907188, -0.46216508234376946, 0.1712145922239245, 0.7381308144606321, 0.6274957147852158, -0.6293969133597521, -0.5768379833419797, 0.2704331301709505]"
ceh-31,"[0.1215748127363264, -0.08972590299391, 0.12313696794258816, -0.3162557386195457, 0.27170090418723636, -0.377554071916067, -0.0982301022047804, 0.2544107111876397, 0.6017789548465438, -0.35857523178834066, 0.5095096127116527, 0.12410023304145909, 0.4920914749250366, -0.0670818746037821, 0.1885191905192879, 0.2890133426341026]","[0.16263006229002192, -0.11233649998587805, -0.1793099159056011, -0.0714991638885036, -0.14730219997366092, -0.23061384244197045, -0.185419813313273, -0.0657963279053481, 0.11443986778798859, 0.07149045897213993, 0.46136803356395806, -0.10709307316934003, 0.06826500997648662, -0.09196104727917238, -0.18473786751173074, -0.15028509517561575]","[-0.10367686356765418, 0.018571687487125746, 0.13828070711758947, 0.1473837280688487, -0.29581318699291365, 0.8701906944644693, 0.16251022903092988, -0.14919275732217316, -0.6213246022698191, 0.11482181264264045, -0.7271583316482965, 0.06152998696887543, -0.4181497496264222, -0.09414362447729646, 0.1563900301420346, 0.2861238670940958]","[0.4809996352261563, -0.37995532192260584, 0.24156651218415448, -0.2983926546003215, 0.6468324878297491, -0.4233374904650118, -0.4882165586149264, -0.09057035134332368, 0.8694480382620476, 0.31644083859191136, 0.18241931496767383, -0.20256453573291255, 0.1054519571412886, -0.3115862001215719, -0.2621146195847518, -0.014037734724129353]","[0.28320288844770886, -0.3365847928117073, -0.15409320953746738, -0.33106201225826337, -0.40302527715930236, 0.14179475716313966, 0.07121354231581067, 0.6162475326759808, -0.37187254775354595, -0.34901245561171473, -0.009960005496972207, 0.5996503417242971, 0.7592409103737431, -0.38548470844576915, -0.2713392487897537, 0.45273707059663526]"
